text,source
"['失恋确实是件让人痛苦的事，如果愿意，我愿在这陪着你，倾听你，伴你走出失恋的痛苦。你还可以和我一起探讨失恋的原因，让你在今后的人生中过得更幸福，祝你快乐!\n', '失恋一个月的时间，对您来说这一个月是很痛苦的。越是痛苦，说明您爱的越深。美好的爱情总让人迷恋和向往，但良好关系的维系是建立在双方人格独立，自完整的基础上的。在一起彼此也是独立的个体，分开时也会坦然的接受。失恋会严重挫伤一个人的自尊心和自我价值感，如果不及时自我调节，可能会产生抑郁情绪。你现在要做的不是联系前任来缓解目前的糟糕心情，这样只会让你心情更糟糕。心理学上有种技巧就是环境隔离，意思是隔离那些能够回忆起以前人和事的线索和环境",真人
"['你好，这些突如其来的问题让你措手不及是吗？你不用一个人硬撑，有需要可以随时找我聊聊，希望我能伴你渡过难关，祝你快乐!\n', '第一，做老板不易，中国民企平均寿命不到三年，创业是困难的事情，遇到困境是大概率事件。我想说，你的处境不具有特殊性，很多老板和你一样。第二，遇到困境，正是你去反思的时机，是管理不合适还是薪资待遇不合理，还是产品无法满足客户需求？遇到困境，去想办法，不要限于痛苦的情绪中不能自拔，如果你想成就大事，以后你会经历更多困难的事情。如果你无法承受，或许也表明你没有做老板的潜质，事实上老板只是少数人可以做的了的。那你也可以安心踏实的做个好下属，照样可以成为成功的高管。祝你走出阴",真人
"['堕胎！离！\n算是成长的代价吧！你今年不到27，还有机会去寻找自己想要的生活！既然选择了，就不要藕断丝连！就算你不离，他也会离！主动一些吧！\n', '实在看不下去了，你的叙述从头到尾一直充斥着矛盾。你不爱你的老公，且单方面确认他也并不爱你，但你却生了一个孩子后又怀孕了。你的老公对你不好，你说你却对他很好，但是你所有的描述里面，你所谓的对他好也仅仅是你在怀孕时端洗脚水，拿零食。（你父母给钱带着练车是你父母，我这里只说你俩）\n一个人在描述自己的时候都或多或少会凸显好的地方，在你的描述下，他对你的坏很明显，但你对他的好我也没看明白。虽然你的处境真的很需要同情，但你的二宝要降临了，问题迫在眉睫",真人
"['嗯，我觉得你的父母确实是过度保护了。虽然可以理解，外面确实有一定的危险。但是人迟早是要独立的。你总归是要走出家门的。所以不能因为危险就阻碍了你的成长。\n我觉得你可以先理解父母的良苦用心，然后好好的与他们沟通自己的想法，获得他们的支持。\n', '很多时候爸爸妈妈担心的是安全，这时候只需要向他们证明安全就可以了。\n有的时候，爸爸妈妈是抗拒孩子的成长，因为孩子的独立意味着就没有那么依赖他们了。\n但是我们是一定要长大的嘛，不然现在保护会成为未来应对困难的障碍，咱们得在充分考虑安全的前提下，想办法让爸爸妈妈明白这件事。\n总保护着不是个办法，健康成长才是目标，得让他们相信咱们。\n', '你",真人
"['我还挺赞同前面一位咨询师的说法，要改变，总得有改变的动力，为什么而改变，变成什么样。有动力，有方向了才能有计划有步骤地改变。\n另一方面，焦灼和恐慌的感觉确实令人难受，也会阻碍我们改变。你不是不努力，只是太多的努力都花费在对抗自己的焦灼和恐慌，力气都耗尽了，哪还有气力来做事呢。是不是给自己制造了太多的恐慌，又太严苛的目标，太急切的愿望，或者太多的对他人的关注和期待？……所以，我也认为出去走走也算不错的建议，有时候焦虑被打断了，可能我们能更冷静一点看待目前的状况。\n无论是哪一种，可能需要我们自己去理一理，想一想。\n', '啊哈，同道中人。我最近也是颓废。早上不想起床，晚上不想睡觉，拿起书",真人
"['你说你不喜欢上社交软件，却害怕因此失去朋友。在我看来，并非一直联系的友谊才会稳固。不喜欢上社交软件是你的生活习惯，如果是真心和你做朋友就会接纳你的习惯。我有几个朋友，相识多年。他们也不习惯上社交软件，很可能一年才能见一面，但是再见之时依然不会生疏。不过你要先接纳自己，才能让你的朋友也接纳你\n', '你好，首先每个人的人格特质是不一样的，有的人喜欢和其他人交际，而有的人可能更喜欢独处，只要能让自己过得舒服愉快，而又不会妨碍到其他人，我认为就没有什么问题。但是你在害怕与朋友缺乏联系而失去朋友关系的压力来自于哪里，这个倒是值得探讨一下，如果交朋友的动力来自于外部，也就是说社会的期待比如父母的要",真人
"['前面三条描述的是性格、习惯包括时间安排上的差异，夫妻间有个性差异是正常的。根据你描述的情况，你对于对方与你讲话的方式不满，而对方则觉得是你没有将事情做好，且双方沟通对话的机会很少，这种情况下，婚姻确实会遭遇困局，问题在于沟通及对话的渠道受阻，可以试着与他表达你真实的感受，而不是评价事件，双方能看到对方的感受，才有解决矛盾的可能。祝顺利！\n', '人与人之间的链接真的很奇妙，当初深深吸引我们的，日后竟成了沟通链接的障碍和鸿沟，你和老公如此不同就像两极，所谓异性相吸，想必你们的结合也有很多美好的珍贵回忆。正如你能列出如此强烈反差的例子，你同样也可以列出你们彼此之间不为人知的默契和相似。关键是",真人
['我希望通过以下的问题来引导你做些自我思考，看能否帮助你理清自己的内心：\n1、你现在有独立的工作，住房吗？经济收入足够你自己养家户口吗？还是居住在父亲提供的房子里面，经济上需要父亲的支持？\n2、你和妻子之间的婚姻关系、性生活你满意吗？在你看来，你的妻子欣赏你吗？对你尊重吗？还是在她的眼中，你是无能的，她平日里就已经做出很多忽视、轻蔑你的行为？如果是，你想想，她为什么要那么对你？\n3、原谅的意思就是从此不再追究了，心理完全接纳并理解了对方，所以，你是真的原谅了他们吗？还是你只是不敢、害怕去面对他们之间的关系？如果是害怕，你在害怕什么？你害怕一旦妻子真的选择了其他人，让你好不容易维持的自尊,真人
"['你好，如果你的咨询师对你的帮助不大，可以选择和他讨论，此外你有权利终止你们的咨询，可以把你的剩余的咨询费用追回来！\n', '一个咨询师一个风格，你接触到的只是其中的一个，还有很多。找到一个匹配的咨询师才能更好的解决问题。我的主页文章里有一篇咨询指南，你可以参考一下，希望对你有帮助。\n', '咨询师，助人自助。负责任的咨询师，着力于你个人的成长，陪伴你，倾听你，促使你去寻找问题的真相与解决问题的方法。这往往是一个非常长期的过程。但是，咨询师与访者之间是存在匹配问题的。如果你觉得咨询师适合你，咨询师觉得自己的能力范围也刚好能处理，这样才会更有效。如果你觉得这个咨询师适合你，但是你对咨询不满",真人
"['你要问问自己，你愤怒的是什么，一直问下去，可能你会发现，愤怒是保护你不受别人欺负的情绪，另外也会告诉你真正反感的是哪些内容。\n焦虑一般有两种，焦虑别人离你的距离太近让你没有个人空间，或者别人离你过远带来的孤独感。问问自己是哪一种？\n情绪不是靠忍耐就可以解决的。\n', '你的咨询师给你一个办法，你试了但是你感觉没那么有用，按理说，你应该有些不满，也许让你有点生气。可是你不直接找你的咨询师说，而是把这个变成一个问题拿出来和不直接相关的人讨论。看来你不太敢面对你内心生气的感觉。\n我猜想这可能是你惯常的方式，也是你所谓“容易焦虑、激动”的来源。\n', '心理咨询师不只是提建议的，他们更希",真人
"['不得不说，你需要适应体制的各种，包括如何和领导相处和同事相处…我曾经和你差不多的状态，真的没有人会告诉你怎么做。不要在乎别人的看法，不要在意是不是不喜欢自己。工作就是工作，勤快点问问隔壁桌姐姐有没有可以帮忙的，然后学着慢慢融入～一切都会好的，勤快点，谦虚点，不懂的多问，少说多做总比不做好～下班后都是各回各家，不要在意其他。也行，并没有人讨厌你呢\n', '首先我想知道，你是男生，女生，领导是男是女。感觉自己很茫然，不知道该如何面对今后的工作。还想知道这种类似的感受，之前有过吗？\n', '你好，首先我认为你可以尝试自己去找点儿事情做，或者如果有一件事交给你，你尽全力把它做得更好，这样大家会",真人
"['感情上说，你是爱财不爱情。心理上说，你不成熟。人性上说，你没有责任心。其实你不是想不想送礼物给怀着你的孩子的姑娘，你就是考虑需不需要花这些钱。我要是你的父母，我会把姑娘接回家。站在姑娘的角度，你是个无耻的男人。你还啰啰嗦嗦打了那么多字，可见你的厚颜无耻。\n', '别再耽误人家了 女孩子的青春非常宝贵 你若不能发自内心的喜欢她 生了孩子也无力负责，还是别耽误她了。她选择别人本可以结婚生子很顺利的。\n', '你好：七夕给她买礼物吗？你们这段关系还没有结束，你还是他的重要他人，他对你还有一份内心的期待，希望你能对她好，礼物是爱的表达，收到她会很开心。这样后面再分会不会对她伤害更大，还是说这段",真人
"['有句话是说：父母给孩子最好的礼物是一段好的婚姻，父母给孩子第二好的礼物是一个好的离婚。\n离婚对于孩子来说，是会有些影响，主要还是看你和老公如何协商婚后与孩子的相处，以及如果离婚，你对于老公的态度，和你对于自己的态度。你如果可以好好地珍爱自己，面对离婚，同样过好你的日子，对于孩子心理上的成长是非常重要的。三周的孩子是指三周岁是吧？可以告诉孩子爸妈分开是爸妈自己的原因，与孩子无关，爸妈不管是在一起还是分开，都同样地爱着宝宝。\n你的顾虑和担心，可以自己多体会一下，有时候并不是孩子无法面对爸妈的离婚，而是自己无法面对婚姻的解体。\n', '您也说了，他没有责任感，也许真的对孩子不太在意，也许是",真人
['动手打一个怀孕的女人，这样的大学生有什么用？\n从你的描述来看，他就是一个不成熟、懦弱、虚伪、自以为是、自私自利、假仁假义、虚伪、无道德、无责任心、无人性、品行严重不良的渣男！建议向法院起诉他！让学校开除他！\n遇到这样的渣男，任谁都不会高兴。如果每个人都选择和你一样的处理方式，那每年得有多少单纯少女永远地离开这个世界？得有多少警察累趴了！\n人生就是这样：复杂！快乐的时候就不说了，痛苦的时候总想着离开这个世界，生无可恋。为什么？因为你的世界只有他！\n为什么错误要你一个承担？\n每个人都有意志消沉的时候，选择过后：值得吗？\n友情提示：炭烧自杀很痛苦，碳在燃烧过程中先产生二氧化碳，人会感,真人
['父母养育你，经济上帮扶你，甚至你们的核心小家庭的经济还依赖于你的父亲，母亲生活上帮你带孩子，其实你的心理和生存都是比较依赖于父母的帮扶，但是同时，你又想追求自己核心小家庭的安宁和恩爱，这是你的人生发展阶段合理需求的体现。这两个需要看似冲突，其实有解。这涉及到你与父母之间的关系处理，也涉及到你们核心小家庭如何独立运转，如何与自己的原生家庭保持合理的距离，你如何处理你们核心小家庭与原生家庭之间关系的事情。怎么与原生家庭做出适度的分离？同时情感上也不会过度的内疚？怎么表达对父母的关心的同时又能自己独立生活？你和丈夫之间的关系如何处理呢？即便是在巨大的痛苦和压力之下，你们被迫出来单干了，你们真的就,真人
"['可以看出来，弟弟像父亲软弱，胆小。同时从梦里可以看到，小时候的情境一直在你潜意识里，或许是一个创伤，如果你觉得自己承受不了，也愿意了解自己的原生家庭是如何影响自己的，可以做个心理咨询，\n\n', '你好，能够理解你的感受，也非常幸运你的选择。父母的感情出现问题，责任并不在你，他们是成年人应该对各自的人生负责，妈妈的情感方式存在错误，是她在该方面的能力存在有问题导致，她恐怕很难意识到这个问题，因此很难从这个模式中解脱出来。\n父母的错误虽然影响到你，但是你也需要知道，这是他们的命运，你也可以重新有你的生活，你需要的是对自己或者弟弟尽一份负责。\n你能选择来这里求助，是非常勇敢的行为，我曾经",真人
"['女儿18岁了，还在玩卡通人物，你觉得这是一种幼稚不成熟的表现，而且会影响学习。大多数家长都会有这样的想法。你可以观察下，这样的爱好和行为是否真的影响学习了？如果她不玩这些，你希望她玩什么呢？\n', '卡通不等于幼稚。孩纸有自己的爱好，对于你来说，所重视的只是她的成绩，只要她的成绩没有下降，已经符合你的要求了。她之所爱亦非伤天害理，缓解学习压力让你们少操心也未尝不可。\n', '和你的认识相反，我认为你的女儿是一个很聪明的人，她能正确平衡玩乐和学习之间的关系，用自己喜欢的动漫和学习本结合，提高学习的兴趣。而很多学生不能做到这一点的话，可能会为了自己感兴趣的事物而完全放弃自己的学业，我想你肯",真人
"['人生的很长一个阶段性格在无意识成长，安全了，就满足而平静，不安全，就紧张而焦虑，受过伤，就敏感，被安抚就学会调节。这个时候的性格，被释放对外界的反馈。然而有一个转折点，就是现在，当你经历足够的成长，大到可以低头看看自己，可以发现问题，假设需要，怀疑成长时，你就可以有意识的培养自己的性格，选择表达方式，判断认同与否决，接受与推开外来的评价，这个时候才刚刚开始，用内心去决定自己是什么，想要什么，如何与人共处。与其回首以往，感受难堪，不如从现在开始，让性格按自己的愿望成长。\n', '妹妹，你对被社会接受充满了渴望，可又不去主动接触人群，你纵容了内心的挫折感，因为你不知道如何获得社会的认可。不过",真人
"['你好，工作5年了，如今对自己从事的专业感到迷茫！不知道你是因为什么而迷茫，你提到了你目前的工资还是2000~3000，工资少，你可以跳槽更好的地方或通过其它方式去解决这个问题（我对你们这个行业不是太了解，但每个行业都有许多的发展方式供行业人员选择）\n我想你的迷茫不单单是工资的原因，工作动力、目前工作发展潜力、职场关系……也可能是迷茫的原因。这份工作你也工作了5年了，刚开始工作时你是怎么想的呢？\n还有迷茫是最近才出现的吗？我想你需要全面分析一下当前的情况！\n祝福你！\n', '我不建议你通过换工作来找自己适合的，而是找到自己适合和喜欢的工作，再去应聘。还有一点你需要梳理你的喜欢是什么?",真人
"['她让你给她一个月的时间考虑，说明她可能同意！\n你看出了她的纠结，人不会无缘无故的纠结，当面前各种选择的重要性相差无几或等同的时候，才会犹豫不决！\n所以你成功的几率在50%左右！\n所以你现在要做的就是想办法增加你成功的几率，而不是纠结！\n增加成功率有两种办法：一：提升你在她心中的地位\n二：减少失败的几率，如消除她的顾虑\n具体方法根据你的实际情况自行考量！\n看得出她是一个好女孩，希望你能成功！\n', '您好~虽然同为女生，但人跟人总是不尽然相同，所以，我只能玛丽苏一下，如果我是她，我的心理过程是怎样的，希望能对你有一点帮助；\n1、不知道你从认识她到跟她表白这之间时间有多久，对",真人
"['一直抱怨的确让人很头疼，焦虑和郁闷的情绪也会传递，现阶段你似乎更需要照顾到自己的情绪。可是，发牢骚和抱怨可能体现了一个人希望得到关注和爱，或许是不是因为两人久久分隔两地让她内心的不安全放大了呢？你需要和她讨论，帮助你们共同找到解决她抱怨背后的不安和渴望得到关注的感觉。\n', '在两性关系中，女性常常会比较唠叨一些，你感觉因为和女朋友是异地恋并且她爱发牢骚，又不知道怎么怎么办所以你感到很苦恼，不知如何是好，是这样的吗\n', '你好，能够理解你的心情。不知道女友的生活中最近发生了什么事情？看得出来她的压力太大了，内心很焦虑。好在她不是抱怨你，同时也说明她对你很信任。她这个时候需要帮助，如果",真人
['楼主面对的情况确实令人矛盾，但有几个问题似乎我们还不是很清楚：\n对于出轨的男孩，你目前持怎样的态度？尽管你说他再三求你原谅，但既然你特别提出这一点，说明你还是非常介意这件事。如果你打算和他走下去，或许不得不先解决你心里这个疙瘩。\n至于第二个男孩，他在你眼里的优点是能包容你的所有缺点，人也不错，听起来你可以在他那里得到足够的关心和照顾，就像一个孩子依偎在理想化父母的怀中。但同时恐怕你也需要对你们这段单方面的感情做一下未来的评估，一盏一面倒的天平最终会有怎样的结果？\n以婚恋为代表的亲密关系往往容易令人变得像孩子，我们依赖、恐惧、愤怒、妒忌……这些大都源于我们早年和养育者的第一段亲密关系中,真人
['能感觉的你一直社会责任感或人类的一种普遍良知。关于你说的现象，我想简单说下自己的见解。可以讨论我们人不用的品质，是在生命中不同阶段发展出来的，比如信任、希望、毅力等等。如果没有在这个时期有很好的成长和对待，就可能不会具备良好的这些品质，会发展成另外的，比如猜忌、怀疑、不相信等等。每个人被父母养育方式的不同，不同年龄段人，不同家庭环境的人、不同地区都会影响到。因此也就形成了现在大千世界各种各样的性格人。另外你提到的教育，这正是现在社会教育界一个可怕、可悲之处，只有教书没有育人，更没有身教只有言传，而这些很多就是给年轻一代传递的矛盾混乱的信息。好在有很多人看到了这点，慢慢改变，这确实需要一个过,真人
"['对于男人来说，稳固的家庭是事业成功的后盾。对于她的行为，让你感到一种伤心、悲愤，失望。同时我也看到你愿意尝试接纳她，因为你们有共同的家庭、孩子和你对她的感情。一方面你的理智想让你摒弃前嫌，情感上却无法能坦然接受和面对，另一方面，你积极寻求办法，自己也想尽快摆脱这种状态，让你重新振作。在你需要的时候，我愿意提供帮助，与你一起面对你现在艰难处境。\n', '感情出现问题不管是婚内还是恋爱期，都会带给人负面情绪的，难过、悲伤、失望甚至愤怒，都是常见的，感同身受，在这些情绪之后，问题还是要解决的，人更需要爱、快乐、体谅，主要是你看清自己想要的，做出选择，这不容易，但也肯定可以的，长远来看，危机有时",真人
['我即将17，和你大同小异。我与大部分的少女都不同，我觉得自己很成熟，但往往过虑到失眠。我不追星，不看综艺，不刷娱乐版，不看韩剧，不疯狂耍手机，不大吃大喝，不发微信QQ空间，不是很会打扮自己，不善言辞、交际，对陌生人冷漠，喜欢把自己关在房间；我关注时政，爱看纪录片和优秀影片，喜欢阅读，热爱汲取知识，享受与朋友讨论人生、交流彼此三观的时刻，生活规律，不挥霍青春，比较独立。我看起来怎样？我说不准。别人总是有一大帮朋友而我大多数情况下都是独行侠，好基友还是有的。但是与我玩的较好朋友都是我这个年龄阶段质量较高的，数量少点又何妨？与其和完全不在一个频道上的人认识，还不如等待与自己同频的人出现。人以类聚,真人
"['所有的理由到最后都可以被总结为一个理由:他不足够爱你。也许他说的都是真的。但是谁又没有现实的限制那？我们所有的选择都是权衡利弊的结果，他能说出这样的话，潜台词就是你和这些原因比，败了。在他心中这些原因更重要。\n所以，你问怎样才能让他放下心结，轻松和你在一起。我想说的是，两个人的关系中，平等，真实才最重要。\n', '你好，能够理解你的心情。你真诚的爱着男友，但年龄和经济条件的差距，让男友有很多的顾虑，同时在你面前也表现的很自卑，并愿意公开你们的关系，把你们的感情和他自己的生活完全隔绝开，这让你的内心很不舒服，希望找到改善的办法。我想知道的是：你感觉你们在一起的时候，你们的关系是平等的吗？",真人
"['你好！有车有房的男人满世界都是，如果他说出这话，可见他多么的自卑，他根本看不到自己的价值！姑娘，你值得拥有更好的，有车有房不算什么，而是真正有修养的男人。祝好！\n', '心理学上有个名词叫投射，男友这样说，一定反应出他内心的一些想法。当然你可以更加清楚的了解他，同时也可以觉察自己。\n', '不要因为一个垃圾堵在你前进的路边，熏到了你，你就因为他而阻碍了自己前进的道路。你可以走得更远，更好。\n', '你好，也许他只是觉得你们不合适，一时找不到合适的拒绝理由，就顺口说句气你的话而已。何况，你真心表达自己感受又没错。\n', '你好，能够理解你的心情。我们判断一个人是否可以交朋友的标准，不",真人
"['我能感受到你字里行间的痛苦和空虚，有时候心境的无法共鸣会让我们在某个时刻感到自己孤立无援。痛苦的情绪也需要被看见和转化，长期的空虚感可能与自我认同和人生期待有关，也许你可以试着找一个人诉说和陪伴，你觉得呢？\n', '我以前也是一个比较理想的人，高中把我打倒了，我在医院住了15天，因为别人的打击让我的身体有了躯体反应，吃不下，睡不着，头抬不起来(是真抬不起来，不是因为面子)，到后来开始孽待小动物，自残，我哥哥送我进去，但他没有闲着，给我找了一本书看，我才发现我是没有生活的勇气，你想一下，你小时候偷东西或做错事被别人发现你心跳的感觉，是不是很有力量，是不是很有勇气，找到勇气你就成功了，看看成",真人
"['你面对的是强奸，而且是持刀，这是严重的犯罪，你是彻底的受害者。你不需要愧疚，是别人对不起你，你没有对不起谁。你的内疚和耻辱感是人性中善良的展现，善良的人不该继续受到伤害。你需要一个温暖的怀抱，然后是一份有力的回击。你或许也知道，父母和亲人是永远是支持我们给我们力量和疗愈我们的人，你可以把你的情绪向他们敞开，这些深度的体验会是增强你们情感深度的连接，爱分享之后会增多，不快分享后会减少。同时，对于伤害自己的犯罪行为，你需要坚定的说不，这也是对自己的爱和尊重。建议你报警，积极提供线索，为自己，也为他人，为社会良知和正义。祝福你，小妹妹，我们和这世界此刻爱着你！\n', '如果有人认为遭遇强奸的人",真人
"['减肥是第一步，我跟你一样，我今年16岁，体重高达196斤，腿粗屁股大，校服裤子几天就被磨坏了，不仅这样，在学校还被笑话，所以，在这种情况下，我下定决心，我要减肥。现在的我164斤，以前我是不敢穿裙子的，今年夏天，我给自己买了好几条裙子，因为你瘦了，所以买衣服，裤子的样子自己可以选择，不再像以前胖的时候买衣服裤子只能问人家有我能穿的吗？所以，瘦，是好的，我还在减肥中，跟我一起吧！\n', '以前我也是。\n说出来且供大家一笑。\n1.腿毛太长，太粗。我一直都不敢穿短裤，再热也不敢。\n2.油性皮肤，经常脸上出油。喜欢女生不敢告白，到最后，不敢和女孩子有任何的身体接触，觉得自己油腻。\n3.穿",真人
"['这是一道选择题，当我们面临选择时，需要理清楚对每一题的想法和感受，这样以后男友和这位男孩的很多方面就不会纠缠在一起了。也许你可以试着问自己以下几个问题: 1 和一个人结果，我最在意那个人身上有什么？带给我什么？2.分开来看，这两个男生各能做到上述问题的哪些方面？3. 试着放下男友，我需要做什么？4.是不是当我放下以后，和男友分手再开始一段感情比较对得起自己和那位男孩？\n', '觉得适合的却感觉不安，知道没结果的又控制不住想要继续。内心深处这股莫名的冲动需要挖掘出原因，让自己意识到，这样才能以全新的状态去做出新的选择，有需要可以联系我深谈更多，祝好。\n', '你好，能够理解你的心情。在和",真人
['你的信息很有趣，激发了我挑战的欲望，所以想在这里说一些不太成熟的看法:\n1. 如果培训咨询师的流程果真都像你所说那样，我也特别同意你的观点，因为我非常看不上那些学了一点理论，受过一些培训，本着招摇撞骗却宣称真心为你的所谓“咨询师”，因为我觉得他们充其量是搞传销，根本与心理学没有半毛钱关系，也是这些人抹黑了这个行业。\n2.所有咨询师的成长路径都是这么商业而可怜的吗？可能我比较幸运，初接触这行就遇到了好人。理论是基石，是心理咨询必不可少的，但更重要的是体验和觉悟。很多培训贵不在理论，而是它们的设置更接近你平常的体验，然而生活中是不会有人注意你，也不会引导你察觉的，但你在团体里就会收获很多。,真人
['姑娘你好，从头像上看，你并不像害羞的人，给人很阳光的形象。\n看得出来，你很想跟你的室友打成一片，就像在家里那样随意和放松一样，但是又有点不好意思，很拘谨是吗？\n所以问题可能是，你和你室友的关系并不是那么熟悉。所以才造成了现在的问题。当关系到了一定程度之后，你就会随口即来，而不会去考虑太多。就像你跟你妈说话的时候不会害羞。\n那么问题来了。\n如果我不和他们交流的话，我们的关系就没办法更近一步，关系没办法更近一步，那么我就不会和他们说话了。\n这好像陷入了一个死循环...\n怎么打破这种循环呢？\n1.确定这种室友关系对于你来讲是不是非常重要的，如果不重要，就不要逼着自己改变自己的性格和,真人
"['你好，孩子，我们过分在意别人的看法，很怕给熟悉的人留下不好的印象，这样就会掩饰自己，总想表现最好的一面，其实，没有完美的人，我们的表现，会让别人产生不真实的感觉，你说呢？做真实的自己，表达自己真实的感受和想法，这样周围的人才能更好的接纳我们。\n', '你好！希望你能在一个自我感觉很安静或者很舒适的地方（或环境下）！首先咱们深呼吸！放轻松！其实无论是校园里同学之间，还是在职场同事之间！人际关系确实非常重要！但很多事实证明最良好的人际关系是：\n一方面是要放下任何杂念做自己，做真实的自己，阳光的，乐观的自己！（因为这样，别人最终能看到你阳光的微笑）\n第二方面做正确的人，什么是正确？不违法不",真人
['你好，看得出来你非常喜欢他而且很执着，但是他的不回复让你很抓狂，疑惑，不甘心，自我怀疑，胡乱揣测他的心理，脑子里除了他根本想不了其他的事。其实你很清楚他不爱你了，他不回复很可能是不知道如何拒绝你，怕你的追问，很多女生都遇到过同样的情况。这种情况有一种方法能解决，但是要看个人的选择。当一个人不喜欢吃苹果的时候是可以不需要理由的，苹果终究是苹果，如果他喜欢香蕉你能把自己变成香蕉吗，显然不可能，你们都会遇到适合自己的那个人。当你真正看清这一点，接受他不爱你的事实之后你就解脱了。但是我想告诉你一点，他不爱你并不代表你是不好的，没有价值的，只是因为他喜欢“香蕉”罢了。如果你爱自己，就好好想一想\n',真人
['这是典型的转行问题。你能在这里问这个问题就很明智，因为转行切记“硬转”，先要摸清待转行业，楼上几位专家已经很详细的说明了咨询师们的苦*经历。。。所以你也对这个职业有了较为真实的职业照，还可以利用身边的资源，好好采访下你所担心的所有问题。\n转行背后是重新定位的问题，也就是找准下一步努力的方向:脱产学心理学对你意味着什么？脱产后，你的各种社会角色如何平衡？是有利于你的平衡还是不利？学成心理学后，你期待变成什么样子？你真的喜欢心理学吗？你喜欢心理学的什么？你性格适合吗？……\n转行还有一种可能叫做“副业”，可以降低转行带来的风险。但不管怎样，你都需要搞清楚上述问题，然后建立学习和成长的目标。\,真人
['你好！\n看得出你在为你是否和男友订婚而纠结，对吗？\n不知道你和男友的感情基础怎样？你们彼此的性格和互动模式是怎样的？也不清楚你们的三观是否匹配？看得出你对订婚比较的迟疑，由此可以看得出你对你们的婚姻和未来有些迟疑和警觉，这是好事！\n如果你把婚姻当作一辈子的幸福的归宿的话，就真的需要慎重的考虑，因为看得出你的你男友似乎是一个比较容易情绪化的男人，他似乎没有内在的安全感，所以希望你无条件的满足他，而对你的需要他似乎总是忽略，如果你和结婚的话，有可能你们的婚姻关系是一种母子的关系，你要像做一个母亲一样去照顾他？\n当然如果他足够的爱你，愿意为你做出调整的话，也可以继续的交往，但是从你描述的,真人
['\n\n这样推导下来，似乎这道题就又变成了：我不知道该怎么向我喜欢的人表达我的爱，除了努力去追，还有其他好的办法吗？我该怎么办···\n\n然而心理学可能没有办法直接给出方法，而是先探寻原因，然后再结成合作联盟，进而找出合适的办法来。那么顺着这个思路，可以尝试着看看背后有哪些可能的原因：\n\n\n这句话看起来无可厚非，但对于“事”，我们可以通过单方“用力”的方式去努力获得；然而，对于“人”，我们可能还需要了解对方的需求在哪里。\n\n这或许是由于从小到大我们受到的教育是：喜欢你就去争取；也或许是因为这一点或者这个人我们太缺乏了，太渴望得到了，一旦遇到了就不会放弃；也有可能在提醒我们，我们,真人
"['心性的原因，你自由、新奇的心性促成今天的自我，尝试去喜欢当下的自我，这何尝不是一种美好，这种心性同样有很多值得骄傲的地方。\n', '人们缺少环境变化或刺激时，就得去寻找感觉刺激和经验变化，这种需求被称为感觉寻求倾向。这种行为倾向由生物进化和遗传的因素对其影响，同样一个人出生后父母的教养、社会角色，学习和早期环境等方面都有可能影响这种特质的形成。在任何一个社会中，都有一些人比其他人更易感到无聊。他们对无聊非常敏感，有高度的感觉需求。高度感觉寻求者想要达到“感觉良好”的水平，需要更大的刺激变化。任何事物都有双面性，我们一分为二来看待，这种倾向好的地方就是你勇于冒险与探索，体验新鲜事物，不会循",真人
"['什么想法不知道，但是可以说明，你们之间有事情明没有公开沟通，建议你直接开诚布公的与他讨论这件事情，了解他的想法和立场，恋爱之间的双方多沟通，避免误解，否则这样激发两个人之间的猜疑，导致“不安全感”，恋爱关系也是需要技巧去维护，了解男女双方的沟通特点、心理特点、在恋爱中的期待和需要，可以帮助自己更好的享受一段恋爱关系。\n', '可能对你不太信任，这和你无关，是他心理有些疑惑而已！通过某些技术手段是可以通过一个人的身份证调查出一个人的很多别人不知道的信息的！具体你们的事情不太清楚！不好做决断，这样对你男朋友和你不公平！\n', '你好，有没有问男友他做这件事的想法？不知道你们恋爱多长时间了？",真人
"['你好，能感受到你对身体的过度的焦虑和担心，因医院体检结果正常，故你的症状因属于心理因素造成的躯体不适，很适合做心理治疗。我们知道身体的症状是内在心理压力的表达与呈现，也许这些来源于你的成长环境和经历，或者与父母的关系，教养的方式直接关联，因资料有限，不能为你提供更多的分析和帮助，建议可以通过咨询来调整。\n', '你好，你这种情况属于疑病症状，和死亡焦虑有关，和养狗没有多大关系，不知道你的生活中还发生了什么事情？你能选择来这里求助，就非常的不简单。咨询是一个过程，我需要了解更多的情况，才能帮你分析解决问题。我帮助过很多和你一样困扰的人，相信也可以帮到你。可以多说一些你的情况吗？\n', '",真人
"['你好。你觉得这些无所谓，但是为什么又会收到同学建议的干扰？说明你还是有所谓的。\n你应该会有这种感觉：男朋友每次约我我都出去，但是我约他他就不出来。我心里似乎有点失衡。男朋友应该像我一样，每次只要约就出来。\n你需要：1.弄清楚你男朋友不出来是因为的确有事情不方便还是他对你的感情没有你对她的感情那么深。2.我认为男朋友应该像我对待他一样来对待我这种想法是否有不合理的地方。3.如果拒绝他对你们的感情会有什么影响？\n祝你好运。\n', '恋爱有两个方面：\n1个是择偶\n1个是相处\n针对你的问题，你要考虑对方是不是对的人。\n在对方是对的人的基础上，再去考虑如何相处。\n假设你经过考虑后，",真人
